,Ticker,Co_name
530,SHIV-VANI-EQ.NS,SHIV-VANI-EQ.NS
531,SABERORGA.NS,SABERO ORGANICS GUJRAT
532,TCI.NS,Transport Corporation of India Limited
533,MCX6.BO,MCX6.BO
534,ORIENTPPR.BO,ORIENT PAPER & INDUSTRIES LTD.
535,ORNTSYN.BO,ORNTSYN.BO
536,SBT6.BO,SBT6.BO
537,ORBIT.BO,ORBIT MULTIMEDIA LTD.
538,BANKBARODA.BO,BANK OF BARODA
539,MNSGOIL.BO,MANSINGHKA OIL PRODUCTS LTD.
540,CONCOR4.BO,CONCOR4.BO
541,SAHARA.BO,Sahara One Media and Entertainment Limited
542,ORIENTBELL.NS,Orient Bell Limited
543,OPTIEMUS.BO,OPTIEMUS INFRACOM LTD
544,ORTINLABSS-BE.NS,Ortin Laboratories Ltd
545,ORBTEXP-EQ.NS,ORBIT EXPORTS LTD INR10
546,SVOGL.BO,SVOGL Oil Gas And Energy Limit
547,TUBEINVEST6.BO,TUBEINVEST6.BO
548,SVOGL.NS,SVOGL Oil Gas and Energy Limited
549,DOLPHINOFF.BO,DOLPHIN OFFSHORE ENTERPRISES (
550,QUINTEGRA.NS,Quintegra Solutions Limited
551,UNQTYMI.BO,Union Quality Plastics Limited
552,QUINTEGRA.BO,Quintegra Solutions Limited
553,QUICKHEAL.NS,Quick Heal Technologies Limited
554,QUASAR.BO,QUASAR INDIA LTD
555,QUANTBUILD.BO,QUANTUM BUILD-TECH LTD
556,QGOLDHALF.NS,Quantum Gold ETF
557,QUINTEGRA-EQ.NS,QUINTEGRA SOLUTIONS LTD.
558,QUANTDIA.BO,Quantum Digital Vision India Ltd.
559,QNIFTY.NS,Quantum Index ETF
560,QNIFTY.BO,Quantum Mutual Fund - Quantum Index Fund
561,QPRO.BO,QPRO INFOTECH LTD.
562,QUICKHEAL.BO,Quick Heal Technologies Limite
563,QGOLDHALF.BO,Quantum Mutual Fund - Quantum Gold Fund
564,QUADRANT.BO,QUADRANT TELEVENTURES LIMITED
565,QUEST.BO,QUEST SOFTECH (INDIA) LTD
566,RUCHISTR.BO,Ruchi Strips & Alloys Ltd.
567,RUCHISOYA.NS,Ruchi Soya Industries Limited
568,RPIL.BO,Ritesh Properties and Industries Ltd.
569,RFLINT.BO,RFL International Ltd
570,RAPICUT.BO,Rapicut Carbides Ltd.
571,INDOCO.NS,Indoco Remedies Limited
572,GOKUL-BE.NS,GOKUL REFOILS & SO INR2
573,COARO.BO,Coastal Roadways Limited
574,BSELINFRA.BO,BSEL Infrastructure Realty Limited
575,TEXRAIL.NS,Texmaco Rail & Engineering Limited
576,SVCRES.BO,SVC Resources Ltd.
577,SUNTECK.BO,Sunteck Realty Limited
578,SSWRL.BO,Shree Steel Wire Ropes Ltd.
579,SHRAJSYNQ.BO,Shree Rajasthan Syntex Ltd.
580,SAMKRG.BO,Samkrg Pistons and Rings Limited
581,UTTAMVALUE.NS,Uttam Value Steels Limited
582,UTTAMSTL.NS,Uttam Galva Steels Limited
583,USHDI.BO,Ushdev International Limited
584,USHAMART.NS,Usha Martin Limited
585,UPLBBPH.BO,UPL*
586,UNIVSTAR.BO,Universal Starch Chem Allied Ltd.
587,UNIVPRIM.BO,Universal Prime Aluminium Ltd.
588,UNIVARTS.BO,Universal Arts Ltd.
589,UNITEDTE.BO,United Textiles Limited
590,UNITECH.NS,Unitech Limited
591,UNIPLY.NS,Uniply Industries Limited
592,UNIENTER.NS,Uniphos Enterprises Ltd.
593,UNIABEXAL.BO,Uni Abex Alloy Products Ltd.
594,UMESLTD.NS,Usha Martin Education & Solutions Limited
595,UGARSUGAR.NS,The Ugar Sugar Works Limited
596,SINNAR.BO,Sinnar Bidi Udyog Ltd.
597,CUB.NS,City Union Bank Limited
598,CARBORUNIV.BO,Carborundum Universal Limited
599,BVCL.NS,Barak Valley Cements Limited
600,VYVRAUT.BO,Vybra Automet Ltd.
601,VYAPAR.BO,Vyapar Industries Ltd.
602,VSTTILLERS.NS,V.S.T. Tillers Tractors Limited
603,VSTIND.NS,VST Industries Limited
604,VOLTAS6.BO,VOLTAS6.BO
605,VOLTAS.BO,Voltas Ltd.
606,VOLTAMP.NS,Voltamp Transformers Limited
607,VIVIDIND.BO,Vivid Global Industries Limited
608,VIVIDHA.BO,Visagar Polytex Ltd.
609,VISUINTL.NS,Ed & Tech international Limited
610,VIRTUALS.BO,Virtualsoft Systems Ltd
611,VIPIND.NS,VIP Industries Limited
612,VINYOFL.BO,Vinyoflex Ltd.
613,VIMTALABS.NS,Vimta Labs Limited
614,VIJSOLX.BO,Vijay Solvex Ltd
615,VIDEOIND.NS,Videocon Industries Limited
616,VESUVIUS.BO,Vesuvius India Limited
617,VENLONENT.BO,Venlon Enterprises Limited
618,VENKPHR.BO,Venkat Pharma Ltd
619,VEERENRGY.BO,Veer Energy & Infrastructure Ltd
620,VARDHINDQ.BO,Vardhman Industries Limited
621,VALUEMART.BO,Valuemart Info Technologies Ltd.
622,SWASTIVI.BO,Swasti Vinayaka Synthetics Limited
623,SPECTACLE.NS,Spectacle Ventures Limited
624,SHIVANA.BO,SHIVANI VANASPATI LTD.
625,ROYALCU.BO,Royal Cushion Vinyl Products
626,LAKSHVILAS.BO,The Lakshmi Vilas Bank Limited
627,IPRU2296.BO,IPRU2296.BO
628,HOTELEELA.NS,Hotel Leelaventure Limited
629,HOTELEELA.BO,Hotel Leelaventure Limited
630,HMVL.NS,Hindustan Media Ventures Limited
631,GEECEE.BO,GeeCee Ventures Ltd
632,BVCL.BO,Barak Valley Cement Ltd.
633,VISTR.BO,VISHVPRABHA TRADING LTD.
634,VLL.BO,Virat Leasing Limited
635,SILICON.BO,Silicon Valley Infotech Limited
636,SIDDHA.BO,Siddha Ventures Ltd
637,VLSFINANCE.NS,VLS Finance Limited
638,JYOTPOL.BO,JYOTI POLY VINYL LTD.
639,VISUINTL-EQ.NS,VISU INTERNATIONAL INR10
640,VIKASGRAN.BO,Vikas Granaries Ltd
641,VTL6.BO,VARDHMAN TEXTILES LIMTED
642,VALECHAENG-EQ.NS,VALECHA ENGINEERIN INR10
643,VIDHIDYE.NS,Vidhi Specialty Food Ingredients Limited
644,VKJINFRA.BO,VKJ INFRADEVELOPERS LTD
645,VSFPROJ.BO,VSF Projects Limited
646,VRLLOG.BO,VRL Logistics Limited
647,VIDIRMT.BO,VIDARBHA IRON & STEEL CORPORAT
648,VINDHYATEL.BO,VINDHYA TELELINKS LTD.
649,VARDMNPOLY-EQ.NS,VARDHMAN POLYTEX INR10
650,VISHINV.BO,VISHVAKIRTI INVESTMENT LTD.
651,CALCOM.BO,Calcom Visions Ltd.
652,ZVINADTR.BO,VINADITYA TRADING CO.LTD.
653,VSTIND.BO,VST INDUSTRIES LTD.
654,SHRVINDPPR.BO,SHREE VINDHYA PAPER MILLS LTD.
655,VICTMILL.BO,The Victoria Mills Limited
656,VCU.BO,VCU DATA MANAGEMENT LTD
657,GEECEE-EQ.NS,GEECEE VENTURES LIMITED
658,HOTELEELA6.BO,HOTELEELA6.BO
659,VBCIND.BO,VBC Industries Ltd.
660,AXONFIN.BO,AXONFIN.BO
661,VAIBHAVGBL.BO,VAIBHAV GLOBAL LTD
662,VALECHAENG.NS,Valecha Engineering Limited
663,VAMA.BO,Vama Industries Ltd.
664,UTTAMVALUE.BO,UTTAM VALUE STEELS LTD.
665,VEROLAB.BO,VERONICA LABORATORIES LTD.
666,MORGAN.BO,Morgan Ventures Limited
667,VCCLLTD.BO,VCCL Ltd.
668,VIRATCRA.BO,Virat Crane Industries Ltd.
669,HINDUJAVEN.NS,Hinduja Ventures Limited
670,VXLINSTR.BO,VXL INSTRUMENTS LTD.
671,VINVANI.BO,VINAYAK VANIJYA LTD.
672,VSSL-EQ.NS,VARDHMAN SPECIAL STEELS LIMITED
673,VIMTALABS.BO,VIMTA LABS LTD.
674,VAGHANI.BO,Vaghani Techno-Build Limited
675,VOLGAAIR.BO,VOLGA AIR TECHNICS LTD.
676,VIRALSYN.BO,VIRALSYN.BO
677,SHREEASHTA6.BO,SHREEASHTA6.BO
678,VIAANINDUS.BO,Viaan Industries Limited
679,VIRPP.BO,VIRINCHI PP
680,VIKASECO-EQ.NS,VIKAS ECOTECH LIMI INR1
681,SPECTACLE-EQ.NS,SPEC VENTURES LTD INR1
682,VORACON.BO,VORA CONSTRUCTIONS LTD.
683,V2RETAIL.BO,V2 RETAIL LTD.
684,CHAKVEG.BO,CHAKAN VEGOILS LTD.
685,SMCSRVIRD-MF.NS,SUNDARAM ASSET MAN MICRO CAP VI
686,VIKRAMTH.BO,Vikram Thermo (India) Ltd
687,VTXIND-BE.NS,VTXIND-BE.NS
688,TECHNVISN.BO,TECHNVISION VENTURES LTD.
689,VISIONLTD.BO,VISION ORGANICS LTD.
690,VENMAX.BO,VENMAX DRUGS AND PHARMACEUTICA
691,VIPCORP.BO,VIPCORP.BO
692,DOONVAL.BO,DOON VALLEY RICE LTD.
693,AADHAARVEN.BO,AADHAAR VENTURES INDIA LTD.
694,VIPPYSP.BO,Vippy Spinpro Ltd.
695,VOGUETEX.BO,VOGUE TEXTILES LTD.
696,VAMSHIRU.BO,Vamshi Rubber Limited
697,VMART.NS,V-Mart Retail Limited
698,GEECEE.NS,GeeCee Ventures Limited
699,VMS.BO,VMS INDUSTRIES LTD.
700,VINYLINDIA.BO,VINYL CHEMICALS (INDIA) LTD.
701,VINYLINDIA.NS,Vinyl Chemicals India Ltd.
702,GNFC.NS,Gujarat Narmada Valley Fertilizers & Chemicals Limited
703,VTXIND.NS,VTXIND.NS
704,VESUVIUS.NS,Vesuvius India Limited
705,VATSAEDU.BO,VATSA EDUCATIONS LTD.
706,VGUARD.BO,V-Guard Industries Limited
707,VAIBHAVGBL.NS,Vaibhav Global Limited
708,VALUEIND-EQ.NS,VALUE INDUSTRIES LIMITED
709,VISESHINFO.BO,VISESH INFOTECNICS LTD.
710,VADILALIND.NS,Vadilal Industries Limited
711,VELVINT.BO,VELVETTE INTERNATIONAL PHARMA
712,SVARTCORP.BO,SWASTI VINAYAKA ART AND HERITA
713,VHCLINDUS.BO,VHCL INDUSTRIES LTD.
714,VANTEL.BO,VANTEL TECHNOLOGIES LTD.
715,UTTAMVALUE-EQ.NS,UTTAM VALUE STEELS INR1
716,IPRU8496.BO,IPRU8496.BO
717,VIMALOIL.BO,VIMAL OIL & FOODS LTD.
718,VIDEOIND-EQ.NS,VIDEOCON INDUSTRIES LIMITED
719,VSSL.BO,VARDHMAN SPECIAL STEELS LTD.
720,VATSAMUS.BO,VATSA MUSIC LTD.
721,ARVRTRI.BO,AVTIL ENTERPRISE LTD
722,VASWANI.NS,Vaswani Industries Limited
723,SOFTRAKV.BO,SOFTRAK VENTURE INVESTMENT LTD
724,PVP.BO,PVP Ventures Ltd
725,TATIAGLOB.BO,Tatia Global Venture Ltd.
726,GLOBALVECT-BE.NS,GLOBAL VECTRA HELI INR10
727,ZWELCAST.BO,Welcast Steels Ltd.
728,WPIL.BO,WPIL Limited
729,WISEC.BO,Wisec Global Limited
730,WIPRO.NS,Wipro Limited
731,WINSOMTX.BO,Winsome Textile Industries Ltd.
732,WINROC.BO,WINRO COMMERCIAL (INDIA) LTD.
733,WHEELS.BO,Wheels India Limited
734,WELTI.BO,Welterman International Limited
735,WELSPUNIND.BO,Welspun India Ltd.
736,WANBURY.NS,Wanbury Limited
737,WABCOINDIA.BO,WABCO INDIA LTD.
738,TSPIRITUAL.BO,T Spiritual World Ltd
739,TODAYS.NS,Todays Writing Instruments Limited
740,RAMRAT.BO,Ram Ratna Wires Ltd
741,ISWL.BO,India Steel Works Limited
742,INOXWIND.BO,Inox Wind Limited
743,IBWSL.NS,SORIL Holdings and Ventures Limited
744,HINDTIN.BO,Hindustan Tin Works Ltd.
745,FIRSTWIN.NS,First Winner Industries Limited
746,FIRSTWIN.BO,First Winner Industries Limited
747,BOROSIL.BO,Borosil Glass Works Limited
748,ATLANTSP.BO,ATLANTSP.BO
749,WWTECHHOL.BO,W W TECHNOLOGY HOLDINGS LTD.
750,WILLAMAGOR.BO,WILLIAMSON MAGOR & COMPANY LTD
751,WINDMACHIN-EQ.NS,WINDSOR MACHINES INR2
752,CREATIVW.BO,CREATIVE WORLD TELEFILMS LTD.
753,GGDANDE.BO,GG Dandekar Machine Works Ltd.
754,WELSPUNIND.NS,Welspun India Limited
755,THEWEST.BO,WESTERN INDIA COTTONS LTD.
756,WEBELSOLAR.NS,Websol Energy System Limited
757,OZONEWORLD.BO,Ozone World Limited
758,KRISHNAENG.BO,KRISHNA ENGINEERING WORKS LTD.
759,WELSYNTEX-EQ.NS,WELSPUN SYNTEX
760,NEWEVER.BO,NEWEVER TRADE WINGS LTD
761,LXMIATO.BO,Lakshmi Automatic Loom Works Limited
762,WATERBASE.BO,WATERBASE LTD.
763,HINDWRS.BO,Hindustan Wires Limited
764,WINYCOMM.BO,WINY COMMERCIAL AND FISCAL SER
765,WABCOINDIA.NS,Wabco India Limited
766,WSTCSTPAPR-EQ.NS,WEST COAST PAPER M INR2.00
767,WAGEND.BO,WAGEND INFRA VENTURE LIMITED
768,WHIRLPOOL.BO,Whirlpool of India Limited
769,RAIREKMOH.NS,The Rai Saheb Rekhchand Mohota Spinning & Weaving Mills Ltd.
770,WIMPLAST.BO,WIM PLAST LTD.
771,WILLAMAGOR-EQ.NS,WILLIAMSON MAGOR & COMPANY LIMI
772,WELSYNTEX.NS,WELSPUN SYNTEX
773,LAXMIMACH-EQ.NS,LAKSHMI MACHINE WORKS LIMITED
774,WOCKPHARMA.NS,Wockhardt Limited
775,WESTLEIRES.BO,WEST LEISURE RESORTS LTD
776,WOCKPHARMA-EQ.NS,WOCKHARDT INR5
777,ZWINMOTR.BO,WINMORE SILK MILLS LTD.
778,WINTAC.BO,Wintac Ltd.
779,IBWSL-EQ.NS,INDIABULLS WHOLESALE SERVICES L
780,WEIZMANIND.BO,WEIZMANN LTD.
781,WEIZMANIND-EQ.NS,WEIZMANN INR10
782,WHITHAL.BO,WHITE HALL COMMERCIAL CO.LTD.
783,WHIRLPOOL.NS,Whirlpool of India Limited
784,WILLAMAGOR.NS,Williamson Magor & Co. Limited
785,ADORWELD.BO,ADOR WELDING LTD.
786,WENDT.NS,Wendt (India) Limited
787,ZYDUSWELL.NS,Zydus Wellness Limited
788,KHATAU.BO,KHATAU MAKANJI SPG.& WVG.CO.LT
789,WSTCSTPAPR.NS,West Coast Paper Mills Limited
790,WIREFABR.BO,Wires & Fabriks (S.A.) Limited
791,TODAYS-EQ.NS,TODAYS WRITING INS INR10
792,ATWL.BO,ACE TOURS WORLDWIDE LTD
793,WELCURE.BO,Welcure Drugs & Pharmaceuticals Ltd.
794,WHITELIO.BO,Bombay Talkies Ltd
795,SSWL.BO,STEEL STRIPS WHEELS LTD.
796,TWL.BO,TITAGARH WAGONS LTD.
797,ENKEIWHEL.BO,ENKEI WHEELS (INDIA) LTD.
798,WELENT.NS,Welspun Enterprises Limited
799,TODAYS.BO,Today's Writing Instruments Limited
800,WOOLWAY.BO,WOOLWAYS (INDIA) LTD.
801,MODWOOL.BO,Modella Woollens Limited
802,WANBURY.BO,Wanbury Ltd.
803,WINSOMBR.BO,Winsome Breweries Limited
804,WOPOLIN.BO,WOPOLIN PLASTICS LTD.
805,VIKASWSP.BO,Vikas WSP Limited
806,SHALIWIR.BO,Shalimar Wires Industries Ltd
807,SSWL.NS,Steel Strips Wheels Limited
808,WELENT.BO,WELSPUN ENTERPRISES LIMTED
809,DOWELWE.BO,DOWELLS ELEKTRO WERKE LTD.
810,WONDERLA.NS,Wonderla Holidays Limited
811,XPROINDIA.BO,XPRO INDIA LTD.
812,RFXXII29GR-MF.NS,RELIANCE CAPITAL A FHF XXI SER
813,XCHANGING-EQ.NS,XCHANGING SOLUTIONS LIMITED
814,XCLGLASS.BO,Excel Glasses Limited
815,XCHANGING.NS,Xchanging Solutions Limited
816,FIVEX.BO,FIVE X FINANCE & INVESTMENT LT
817,UFTFGR12PX-MF.NS,UTI MUTUAL FUND FTI XII-X 1096D
818,XOINFO.BO,Saral Mining Limited
819,XCHANGING.BO,XCHANGING SOLUTIONS LTD.
820,XLENERGY.BO,XL ENERGY LTD.
821,XLENERGY.NS,XL Energy Limited
822,YUKEN.BO,Yuken India Limited
823,YOGISUNG.BO,Yogi Infra Projects Limited
824,YESBANK.BO,Yes Bank Limited
825,YASHRAJC.BO,Yashraj Containeurs Ltd
826,CITIZYN.BO,Citizen Yarns Limited
827,ANDREWYU.BO,Andrew Yule & Company Ltd.
828,YURANUS.BO,YURANUS INFRASTRUCTURE LTD
829,YKMIND.BO,YKM INDUSTRIES LTD.
830,SHARDFI.BO,Sharad Fibres and Yarn Processors Limited
831,RISHYRN.BO,Rishab Special Yarns Limited
832,YESBANK-EQ.NS,YES BANK LIMITED
833,YAMNINV.BO,YAMINI INVESTMENTS COMPANY LTD
834,CTCOTTON.BO,CT COTTON YARN LTD.
835,YORKEXP.BO,YORK EXPORTS LTD.
836,YASHMGM.BO,Yash Management and Satellite Ltd.
837,YANTRA.BO,YANTRA NATURAL RESOURCES LTD.
838,YULEFIN.BO,YULE FINANCING & LEASING CO.LT
839,YARNSYN.BO,Yarn Syndicate Limited
840,WINSOME-BE.NS,WINSOME YARNS LTD INR10
841,YNPYMN.BO,YENEPOYA MINERALS & GRANITES L
842,YASTF.BO,YASH TRADING & FINANCE LTD.
843,SHYAAXPH.BO,SHREE YAAX PHARMA & COSMETICS
844,YESBANK4.BO,YESBANK4.BO
845,WINSOME.BO,WINSOME YARNS LTD.
846,OSWAYRN.BO,Oswal Yarns Ltd.
847,WINSOME.NS,Winsome Yarns Limited
848,YUVINTL.BO,YUVRAJ INTERNATIONAL LTD.
849,YOGIPLY.BO,YOGI POLYESTERS LTD.
850,YUVRAAJHPL.BO,YUVRAAJ HYGIENE PRODUCTS LTD.
851,YOGYA.BO,Yogya Enterprises Limited
852,PADAMCO.BO,Padam Cotton Yarns Limited
853,ZYLOG.NS,Zylog Systems Limited
854,ZYLOG.BO,Zylog Systems Limited
855,ZSVTRADI.BO,S.V.TRADING & AGENCIES LTD.
856,ZSARACOM.BO,SARASWATI COMMERCIAL (INDIA) L
857,ZINDUCIN.BO,INDUCON INDIA LTD.
858,ZIGMASOF.BO,ZIGMA SOFTWARE LTD.
859,ZENSARTEC.NS,Zensar Technologies Limited
860,ZBINTXPP.BO,Binayak Tex Processors Limited
861,HINDZINC.NS,Hindustan Zinc Limited
862,ZSVARAJT.BO,SVARAJ TRADING & AGENCIES LTD.
863,ZSURYODI.BO,SURYODAYA INVESTMENT & TRADING
864,ZANDUREALT.NS,Zandu Realty Limited
865,ZENITHEXPO.NS,Zenith Exports Limited
866,ZDHJERK.BO,Dhanvantri Jeevan Rekha Ltd
867,ZKHANDEN.BO,Khandelwal Extractions Ltd.
868,ZGOLDINV.BO,GOLD ROCK INVESTMENTS LTD.
869,ZSOMESCE.BO,SOMESHWARA CEMENTS & CHEMICALS
870,ZENITHEXPO-EQ.NS,ZENITH EXPORTS LTD INR10
871,ZENITHINFO.BO,ZENITH INFOTECH LTD.
872,ZUARI.BO,ZUARI AGRO CHEMICALS LTD.
873,ZSATYASL.BO,SATYAM SILK MILLS LTD.
874,HINDZINC.BO,Hindustan Zinc Ltd.
875,ZEELEARN-EQ.NS,ZEE LEARN LIMITED
876,ZEEMEDIA6.BO,ZEEMEDIA6.BO
877,ZODJRDMKJ.BO,ZODIAC-JRD-MKJ LTD.
878,ZEEL-P1.NS,ZEE ENTERTAIN ENT 6% CUM RED NO
879,ZILLOPH.BO,ZILLION PHARMACHEM LTD.
880,ZENTECHBBPH.BO,ZENTECH*
881,ZBHILENG.BO,BHILAI ENGINEERING CORPORATION
882,ZBIHAAIR.BO,BIHAR AIR PRODUCTS LTD.
883,ZHINDBRE.BO,ZHINDBRE.BO
884,ZHINDHSG.BO,HINDUSTAN HOUSING CO.LTD.
885,ZSAMPACH.BO,SAMPADA CHEMICALS LTD.
886,TBZ.BO,TRIBHOVANDAS BHIMJI ZAVERI LTD
887,ZKOVALIN.BO,KOVALAM INVESTMENT & TRADING C
888,ROSEZIN.BO,ROSE ZINC LTD.
889,ZGAEKWAR.BO,GAEKWAR MILLS LTD.
890,ZSWASTSA.BO,SWASTIK SAFE DEPOSIT & INVESTM
891,ZENSARTECH.BO,ZENSAR TECHNOLOGIES LTD.
892,ZODIACLOTH.BO,ZODIAC CLOTHING CO.LTD.
893,ZGOLKOND.BO,GOLKONDA ENGINEERING ENTERPRIS
894,HINDZINC4.BO,HINDZINC4.BO
895,MEWATZI.BO,Mewat Zinc Ltd.
896,ZENITHCOMP.BO,ZENITH COMPUTERS LTD.
897,ZVVNMFG.BO,VVN MFG.& INVESTA LTD.
898,ZENITHEXPO.BO,ZENITH EXPORTS LTD.
899,TBZ.NS,Tribhovandas Bhimji Zaveri Limited
900,ZEEL.NS,Zee Entertainment Enterprises Limited
901,ZFSTEERING.BO,Z.F.STEERING GEAR (INDIA) LTD.
902,ZMANSOON.BO,MANSOON TRADING CO.LTD.
903,ZUARIGLOB.NS,Zuari Global Limited
904,ZSANCHTR.BO,SANCHANA TRADING & FINANCE LTD
905,ZUARIGLOB.BO,ZUARI GLOBAL LTD.
906,ZHEMHOLD.BO,HEM HOLDINGS & TRADING LTD.
907,ZARDIINV.BO,ARDI INVESTMENT & TRADING LTD.
908,ZMULTIPU.BO,MULTIPURPOSE TRADING & AGENCIE
909,ZYDEN.BO,Zyden Gentec Ltd.
910,ZICOM-EQ.NS,ZICOM ELECTRONIC SECURITY SYSTE
911,ZJEETMAC.BO,JEET MACHINE TOOLS LTD.
912,ZEEENTBBPH.BO,ZEE ENT*
913,ZPRBHSTE.BO,PRABHU STEEL INDUSTRIES LTD.
914,ZSNEHCON.BO,SNEH CONSTRUCTION LTD.
915,ZEXDONTR.BO,Exdon Trading Company Limited
916,ZEELEARN.BO,ZEE LEARN LTD.
917,ZCHANAIN.BO,CHANAKYA INVESTMENTS LTD.
918,ZSANMCOM.BO,SANMITRA COMMERCIAL LTD.
919,ZDIGIELE.BO,DIGITAL ELECTRONICS LTD.
920,ZENITHCOMP.NS,Zenith Computers Limited
921,ZSPEEDCO.BO,SPEEDAGE COMMERCIALS LTD.
922,ZBALGHOL.BO,BALGOPAL HOLDING & TRADERS LTD
923,ZARCOLEA.BO,ARCO LEASING LTD.
924,ZSOMAIYO.BO,SOMAIYA ORGANICS (INDIA) LTD.
925,ZPARAPLY.BO,PARASRAMPURIA POLYAMIDES LTD.
926,ZEEMEDIA.BO,ZEE MEDIA CORPORATION LIMITED
927,ZNIVITRD.BO,NIVI TRADING LTD.
928,ZEEMEDIA.NS,Zee Media Corporation Limited
929,ZNILKENG.BO,NILKANTH ENGINEERING LTD.
930,ZMILGFIN.BO,MILGRAY FINANCE & INVESTMENT L
931,ZAMBISLK.BO,AMBIKA SILK MILLS LTD.
932,ZANDUREALT-EQ.NS,ZANDU REALTY LIMITED
933,ZHIMATMO.BO,HIMATSINGKA MOTOR WORKS LTD.
934,ZUARI.NS,Zuari Agro Chemicals Limited
935,ZGOLDHOL.BO,SRI CHAKRA FINANCIAL SERVICES
936,ZODIACVEN.BO,ZODIAC VENTURES LIMITED
937,ZEELEARN.NS,Zee Learn Limited
938,ZENTEC.NS,Zen Technologies Limited
939,ZKHATAUE.BO,KHATAU EXIM LTD.
940,ZWARDENC.BO,WARDEN CONSTRUCTION & FINANCE
941,ZBHAVIIN.BO,BHAVI INVESTMENTS LTD.
942,ZGOVPOOX.BO,GOVIND POY OXYGEN LTD.
943,ZSOUTGAS.BO,SOUTHERN GAS LTD.
944,ZLEENCON.BO,LEENA CONSULTANCY LTD.
945,ZENTEC-BE.NS,Zen Technologies Limited
946,ZSARVAMA.BO,SARVAMANGAL MERCANTILE CO.LTD.
947,ZENTEC-EQ.NS,ZEN TECHNOLOGIES INR1
948,ZDOLPINV.BO,DOLPHIN INVESTMENTS LTD.
949,ZYDUSWELL6.BO,ZYDUSWELL6.BO
950,ZPPOLYSA.BO,Planter's Polysacks Limited
951,ZENER.BO,ZENERGY LTD.
952,ZENITHBIR-EQ.NS,ZENITH BIRLA(INDIA INR10
953,ZENCAP.BO,ZENITH CAPITALS LTD.
954,ZENTEC.BO,Zen Technologies Ltd.
955,ZODIACLOTH-EQ.NS,ZODIAC CLOTHING COMPANY LIMITED
956,ZANDUREALT.BO,ZANDU REALTY LIMITED
957,ZENSARTECH.NS,Zensar Technologies Limited
958,ZEEL.BO,ZEE ENTERTAINMENT ENTERPRISES
959,HINDZINC-EQ.NS,HINDUSTAN ZINC LIMITED
960,SUNZI.BO,SUNRISE ZINC LTD.
961,ZODIACLOTH.NS,Zodiac Clothing Company Limited
962,ZYDUSWELL-EQ.NS,ZYDUS WELLNESS LIMITED
963,ZENIFIB.BO,Zenith Fibres Ltd.
964,ZHINUDYP.BO,HINDUSTHAN UDYOG LTD.
965,ZSAMTULI.BO,SAM-TUL INVESTMENTS LTD.
966,ZENTECBBPH.BO,ZEN TECH*
967,ZENITHBIR.BO,ZENITH BIRLA (INDIA) LTD.
968,ZPARICIN.BO,Parichay Investments Limited
969,ZSIMCOTR.BO,SIMCO TRADING & FINANCE CO.LTD
970,ZICOM.NS,Zicom Electronic Security Systems Limited
971,ZENITHSTL.BO,ZENITHSTL.BO
972,ZPESTICI.BO,PESTICIDES & BREWERIES LTD.
973,AARVEEDEN.NS,Aarvee Denims and Exports Limited
974,AARTIDRUGS.BO,AARTI DRUGS LTD.
975,AAKARENG.BO,AAKAR ENGINEERING & MANUFACTUR
976,CMMQ.BO,CMM BROADCASTING NETWORK LTD.
977,AAGAMCAP.BO,AAGAM CAPITAL LTD.
978,JAINEX.BO,Jainex Aamcol Ltd.
979,AARTIDRUGS-EQ.NS,AARTI DRUGS LTD INR10
980,AARTIIND-EQ.NS,AARTI INDUSTRIES LIMITED
981,AARYAGLOBL.BO,AARYA GLOBAL SHARES AND SECURI
982,ASWTR.BO,AASWA TRADING & EXPORTS LTD.
983,AASHEE.BO,AASHEE INFOTECH LTD.
984,AAYUSH.BO,Aayush Food And Herbs Limited
985,AARCOM.BO,AAR COMMERCIAL COMPANY LIMITED
986,AARTIIND.NS,Aarti Industries Limited
987,AANANDALAK.BO,Aananda Lakshmi Spinning Mills
988,AARTIIND.BO,AARTI INDUSTRIES LTD.
989,AREYDRG.BO,Aarey Drugs & Pharmaceuticals Ltd.
990,AARTIDRUGS.NS,Aarti Drugs Limited
991,AASHEESH.BO,AASHEESH SECURITIES LTD.
992,AADIIND.BO,Aadi Industries Limited
993,AARVEEDEN.BO,AARVEE DENIMS & EXPORTS LTD.
994,AANCHALISP.BO,Aanchal Ispat Limited
995,ABCGAS.BO,ABC Gas (International) Ltd.
996,ABCIL.BO,Aditya Birla Chemicals (India) Limited
997,ABB4.BO,ABB4.BO
998,ABB.NS,ABB India Limited
999,ABB.BO,ABB India Limited
1000,ABIRLANUVO.BO,ADITYA BIRLA NUVO LTD.
1001,ORIENTABRA.BO,ORIENT ABRASIVES LTD.
1002,ABAN.BO,ABAN OFFSHORE LTD.
1003,ABG.BO,Starlog Enterprises Limited
1004,ABCINDQ.BO,ABC India Limited
1005,VALLYAB.BO,VALLEY ABRASIVES LTD.
1006,ABCIL.NS,Aditya Birla Chemicals (India) Limited
1007,ABIRAFN.BO,Abirami Financial Services India Ltd
1008,STYABS.NS,INEOS STYROLUTION INR10
1009,ABFRL.NS,Aditya Birla Fashion and Retail Limited
1010,ABHISHEK.BO,ABHISHEK CORPORATION LTD.
1011,ABHIINFRA.BO,Abhishek Infraventures Limited
1012,ABLBIO.BO,ABL Bio-Technologies Ltd.
1013,ABCBEARS.BO,ABC Bearings Ltd.
